CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,DECAYED,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,height_km,latitude,longitude,velocity_kms,id
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1216,2020-012H,EARTH,TEME,UTC,SGP4,2022-11-30T11:02:13.682112,15.06404229,0.0001483,53.0543,12.2267,67.2008,292.9138,0,U,45185,999,15463,0.00026053,3.602e-05,0.0,6925.336,95.592,548.228,546.174,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219171846,0 STARLINK-1216,1 45185U 20012H   22334.45988058  .00003602  00000-0  26053-3 0  9999,2 45185  53.0543  12.2267 0001483  67.2008 292.9138 15.06404229154630,548.3841626907342,32.48444148966148,65.98493202568537,7.59253878646888,5eed7715096e590006985730
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1240,2020-012S,EARTH,TEME,UTC,SGP4,2022-11-30T12:32:27.735936,15.06393228,0.000161,53.0559,11.9338,66.2578,293.8579,0,U,45194,999,15459,1.959e-05,1e-07,0.0,6925.369,95.593,548.349,546.119,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219172097,0 STARLINK-1240,1 45194U 20012S   22334.52254324  .00000010  00000-0  19590-4 0  9998,2 45194  53.0559  11.9338 0001610  66.2578 293.8579 15.06393228154595,550.8263574026396,45.05719175557237,86.07372984070213,7.592640243483288,5eed7715096e590006985731
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1269,2020-012V,EARTH,TEME,UTC,SGP4,2022-11-30T05:27:50.106528,15.06397773,0.000174,53.0562,13.2614,54.4127,305.7024,0,U,45197,999,15462,0.00014432,1.869e-05,0.0,6925.355,95.592,548.425,546.015,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219171348,0 STARLINK-1269,1 45197U 20012V   22334.22766327  .00001869  00000-0  14432-3 0  9991,2 45197  53.0562  13.2614 0001740  54.4127 305.7024 15.06397773154628,558.5237173746691,-32.607520896871435,-113.87753408323354,7.581464152494176,5eed7715096e590006985732
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1293,2020-019BD,EARTH,TEME,UTC,SGP4,2022-11-30T08:58:48.773568,15.06400939,0.0001304,53.0561,102.5931,92.2392,267.8746,0,U,45411,999,14972,6.264e-05,6.52e-06,0.0,6925.346,95.592,548.114,546.308,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675646,219171119,0 STARLINK-1293,1 45411U 20019BD  22334.37417562  .00000652  00000-0  62640-4 0  9991,2 45411  53.0561 102.5931 0001304  92.2392 267.8746 15.06400939149723,547.747512213462,25.77433664647217,-73.64202436948393,7.591957196093052,5eed7715096e590006985733
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1210,2020-012AF,EARTH,TEME,UTC,SGP4,2022-11-30T10:22:25.802976,15.06390566,0.0001633,53.0566,352.3406,60.3209,299.7943,0,U,45207,999,15496,5.5934e-06,-1.98e-06,0.0,6925.377,95.593,548.373,546.112,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219171349,0 STARLINK-1210,1 45207U 20012AF  22334.43224309 -.00000198  00000-0  55934-5 0  9994,2 45207  53.0566 352.3406 0001633  60.3209 299.7943 15.06390566154960,550.6282768067058,-9.735857819477568,-155.09086825711742,7.586741058730466,5eed7715096e590006985734
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1228,2020-012L,EARTH,TEME,UTC,SGP4,2022-11-30T07:24:36.489024,15.06400585,0.0001985,53.0546,332.8901,49.1983,310.9178,0,U,45188,999,15517,9.186e-05,1.087e-05,0.0,6925.347,95.592,548.586,545.837,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219171596,0 STARLINK-1228,1 45188U 20012L   22334.30875566  .00001087  00000-0  91860-4 0  9999,2 45188  53.0546 332.8901 0001985  49.1983 310.9178 15.06400585155176,548.8563682287186,29.48184555727303,152.51681723428015,7.591430044681824,5eed7715096e590006985735
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-07-30T22:56:11,18 SPCS,STARLINK-1198,2020-012Y,EARTH,TEME,UTC,SGP4,2021-07-30T21:10:57.423648,16.35947635,0.001272,53.0232,345.3826,305.9591,197.4062,0,U,45200,999,8102,0.0021821,0.19365719,1.2377e-05,6554.742,88.022,184.944,168.269,PAYLOAD,LARGE,US,2020-02-17,AFETR,2021-07-31,1,3086305,181758989,0 STARLINK-1198,1 45200U 20012Y   21211.88260907  .19365719  12377-4  21821-2 0  9994,2 45200  53.0232 345.3826 0012720 305.9591 197.4062 16.35947635 81022,,,,,5eed7715096e590006985736
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1209,2020-012AE,EARTH,TEME,UTC,SGP4,2022-11-30T08:54:50.618016,15.06399791,0.0001672,53.0573,332.6047,69.0965,291.0203,0,U,45206,999,15428,1.4335e-05,-6.8e-07,0.0,6925.349,95.592,548.372,546.056,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219171598,0 STARLINK-1209,1 45206U 20012AE  22334.37141919 -.00000068  00000-0  14335-4 0  9996,2 45206  53.0573 332.6047 0001672  69.0965 291.0203 15.06399791154285,547.3982254447019,14.232640534307818,166.5927366052607,7.590677688481343,5eed7715096e590006985737
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T07:06:17,18 SPCS,STARLINK-1211,2020-012AG,EARTH,TEME,UTC,SGP4,2022-11-30T01:58:14.740320,15.05579062,0.0001468,53.0001,353.9152,77.6018,282.5135,0,U,45208,999,15391,8.4053e-05,9.45e-06,0.0,6927.866,95.644,550.748,548.714,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3674141,219121641,0 STARLINK-1211,1 45208U 20012AG  22334.08211505  .00000945  00000-0  84053-4 0  9992,2 45208  53.0001 353.9152 0001468  77.6018 282.5135 15.05579062153911,554.6876570798449,50.16837910713819,-165.52564812465175,7.590924961764271,5eed7715096e590006985738
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1265,2020-019AY,EARTH,TEME,UTC,SGP4,2022-11-30T08:05:44.289888,15.06401875,0.0001771,53.0551,102.757,61.8616,298.2552,0,U,45406,999,14969,0.00014798,1.923e-05,0.0,6925.343,95.592,548.434,545.981,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675646,219171619,0 STARLINK-1265,1 45406U 20019AY  22334.33731817  .00001923  00000-0  14798-3 0  9995,2 45406  53.0551 102.7570 0001771  61.8616 298.2552 15.06401875149695,549.7116093264904,-10.415459366460755,119.62428733326786,7.587775923915059,5eed7715096e590006985739
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1282,2020-019BB,EARTH,TEME,UTC,SGP4,2022-11-30T08:37:35.406048,15.0639858,0.0001507,53.054,102.6686,72.8985,287.2169,0,U,45409,999,14970,3.6318e-05,2.59e-06,0.0,6925.353,95.592,548.262,546.174,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675646,219172367,0 STARLINK-1282,1 45409U 20019BB  22334.35943757  .00000259  00000-0  36318-4 0  9992,2 45409  53.0540 102.6686 0001507  72.8985 287.2169 15.06398580149703,559.6691871606035,-36.0408060952811,-19.490009299724196,7.580933510818734,5eed7715096e59000698573a
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1212,2020-012AX,EARTH,TEME,UTC,SGP4,2022-11-30T09:04:06.740256,15.06386648,0.0001817,53.0552,332.5619,60.8023,299.3148,0,U,45223,999,15524,4.69e-06,-2.12e-06,0.0,6925.389,95.593,548.513,545.996,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219171099,0 STARLINK-1212,1 45223U 20012AX  22334.37785579 -.00000212  00000-0  46900-5 0  9996,2 45223  53.0552 332.5619 0001817  60.8023 299.3148 15.06386648155243,550.254479638752,39.694468163880686,139.13776803580802,7.592070928233138,5eed7715096e59000698573b
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1199,2020-012Z,EARTH,TEME,UTC,SGP4,2022-11-30T08:41:35.225664,15.06385019,0.000142,53.057,352.6548,61.6489,298.4643,0,U,45201,999,15495,-2.5238e-07,-2.85e-06,0.0,6925.394,95.593,548.243,546.276,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219171097,0 STARLINK-1199,1 45201U 20012Z   22334.36221326 -.00000285  00000-0 -25238-6 0  9999,2 45201  53.0570 352.6548 0001420  61.6489 298.4643 15.06385019154956,555.4454222909071,-25.26218035523824,-141.79776705281827,7.5834590562053945,5eed7715096e59000698573c
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-06-06T18:56:12,18 SPCS,STARLINK-1214,2020-012AY,EARTH,TEME,UTC,SGP4,2022-06-06T17:04:14.275776,16.28352603,0.000808,53.0228,226.5122,326.891,127.7648,0,U,45224,999,13016,0.0032777,0.13275819,1.2156e-05,6575.108,88.433,202.285,191.66,PAYLOAD,LARGE,US,2020-02-17,AFETR,2022-06-07,1,3484108,205498668,0 STARLINK-1214,1 45224U 20012AY  22157.71127634  .13275819  12156-4  32777-2 0  9993,2 45224  53.0228 226.5122 0008080 326.8910 127.7648 16.28352603130166,,,,,5eed7715096e59000698573d
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T03:22:20,18 SPCS,STARLINK-1222,2020-012BC,EARTH,TEME,UTC,SGP4,2022-11-29T16:48:49.703328,15.06397594,0.0001857,53.0548,335.6327,58.7379,301.3792,0,U,45228,999,15502,0.00014563,1.888e-05,0.0,6925.356,95.592,548.507,545.935,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3673849,219109034,0 STARLINK-1222,1 45228U 20012BC  22333.70057527  .00001888  00000-0  14563-3 0  9999,2 45228  53.0548 335.6327 0001857  58.7379 301.3792 15.06397594155024,552.3335385388491,-19.051116723221025,-2.2052457198001,7.585861176476453,5eed7715096e59000698573e
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1236,2020-012P,EARTH,TEME,UTC,SGP4,2022-11-30T13:20:14.571744,15.06388789,0.0001679,53.0563,11.7899,59.3191,300.7964,0,U,45191,999,15191,-2.6786e-06,-3.21e-06,0.0,6925.383,95.593,548.411,546.085,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219172344,0 STARLINK-1236,1 45191U 20012P   22334.55572421 -.00000321  00000-0 -26786-5 0  9992,2 45191  53.0563  11.7899 0001679  59.3191 300.7964 15.06388789151911,563.652107672915,-45.08321796674451,-93.86236768303962,7.578602042696336,5eed7715096e59000698573f
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1233,2020-012AN,EARTH,TEME,UTC,SGP4,2022-11-30T12:12:32.241600,15.06388289,0.0001668,53.0568,351.9898,50.6582,309.4554,0,U,45214,999,15497,-1.9899e-05,-5.78e-06,0.0,6925.384,95.593,548.405,546.094,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219172099,0 STARLINK-1233,1 45214U 20012AN  22334.50870650 -.00000578  00000-0 -19899-4 0  9998,2 45214  53.0568 351.9898 0001668  50.6582 309.4554 15.06388289154971,549.3760717105615,33.025537166534725,168.44105435831918,7.591593592067346,5eed7715096e590006985740
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T14:56:14,18 SPCS,STARLINK-1247,2020-012BL,EARTH,TEME,UTC,SGP4,2022-11-30T09:16:04.741536,15.06406744,0.0001311,53.0554,332.5512,43.8931,316.2162,0,U,45236,999,15430,-0.00029856,-4.726e-05,0.0,6925.328,95.592,548.101,546.285,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675151,219141296,0 STARLINK-1247,1 45236U 20012BL  22334.38616599 -.00004726  00000-0 -29856-3 0  9990,2 45236  53.0554 332.5512 0001311  43.8931 316.2162 15.06406744154300,548.9631789624646,-8.13708385719704,21.852156068002284,7.588431229204621,5eed7715096e590006985741
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T07:06:17,18 SPCS,STARLINK-1270,2020-012BM,EARTH,TEME,UTC,SGP4,2022-11-30T00:14:42.469728,15.06378873,0.000173,53.0548,334.2239,57.0753,303.0402,0,U,45237,999,15424,-3.5591e-05,-8.11e-06,0.0,6925.413,95.593,548.476,546.08,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3674150,219121696,0 STARLINK-1270,1 45237U 20012BM  22334.01021377 -.00000811  00000-0 -35591-4 0  9990,2 45237  53.0548 334.2239 0001730  57.0753 303.0402 15.06378873154248,560.7303801743328,-37.86288715992021,-116.46974781158633,7.580202351807871,5eed7715096e590006985742
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1313,2020-019E,EARTH,TEME,UTC,SGP4,2022-11-30T08:42:37.158912,15.06486891,0.000158,53.0534,102.6479,70.1014,290.0145,0,U,45364,999,14997,0.0003275,4.611e-05,0.0,6925.082,95.587,548.041,545.853,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675646,219172862,0 STARLINK-1313,1 45364U 20019E   22334.36293008  .00004611  00000-0  32750-3 0  9991,2 45364  53.0534 102.6479 0001580  70.1014 290.0145 15.06486891149979,554.0789415799381,-22.43033687276674,-34.483517963303484,7.584305891970566,5eed7715096e590006985743
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1279,2020-019A,EARTH,TEME,UTC,SGP4,2022-11-30T08:48:12.080736,15.0640429,0.0001666,53.0538,102.6362,61.2736,298.842,0,U,45360,999,14997,2.1288e-06,-2.5e-06,0.0,6925.335,95.592,548.354,546.047,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675646,219171113,0 STARLINK-1279,1 45360U 20019A   22334.36680649 -.00000250  00000-0  21288-5 0  9990,2 45360  53.0538 102.6362 0001666  61.2736 298.8420 15.06404290149972,549.6679449378216,-5.803929912995007,-48.101652981090055,7.587532869648262,5eed7715096e590006985744
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-12-25T01:56:11,18 SPCS,STARLINK-1188,2020-012AU,EARTH,TEME,UTC,SGP4,2021-12-24T11:50:33.394848,16.26726527,0.0004916,53.0398,0.079,111.2426,249.4999,0,U,45220,999,10378,0.0035655,0.1239484,1.1969e-05,6579.489,88.521,204.588,198.119,PAYLOAD,LARGE,US,2020-02-17,AFETR,2021-12-25,1,3250458,192375630,0 STARLINK-1188,1 45220U 20012AU  21358.49344207  .12394840  11969-4  35655-2 0  9997,2 45220  53.0398   0.0790 0004916 111.2426 249.4999 16.26726527103785,,,,,5eed7715096e590006985745
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-29T20:50:49,18 SPCS,STARLINK-1221,2020-012BB,EARTH,TEME,UTC,SGP4,2022-11-29T10:21:21.879936,15.06397305,0.0001634,53.0539,336.8454,60.9276,299.1877,0,U,45227,999,15501,0.00019422,2.612e-05,0.0,6925.357,95.592,548.353,546.09,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3673336,219069164,0 STARLINK-1221,1 45227U 20012BB  22333.43150324  .00002612  00000-0  19422-3 0  9992,2 45227  53.0539 336.8454 0001634  60.9276 299.1877 15.06397305155018,566.5867221413127,-52.77430593931599,-56.87206652923621,7.57708289680117,5eed7715096e590006985746
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-11-26T21:56:10,18 SPCS,STARLINK-1254,2020-012AQ,EARTH,TEME,UTC,SGP4,2021-11-26T20:46:50.570976,16.4069628,0.0009225,53.0248,166.8065,226.1277,269.1405,0,U,45216,999,9902,0.0016834,0.25706787,1.2274e-05,6542.088,87.768,169.988,157.918,PAYLOAD,LARGE,US,2020-02-17,AFETR,2021-11-27,1,3224726,190532573,0 STARLINK-1254,1 45216U 20012AQ  21330.86586309  .25706787  12274-4  16834-2 0  9993,2 45216  53.0248 166.8065 0009225 226.1277 269.1405 16.40696280 99028,,,,,5eed7715096e590006985747
2.0,GENERATED VIA SPACE-TRACK.ORG API,2021-06-16T09:06:10,18 SPCS,STARLINK-1105,2020-012AS,EARTH,TEME,UTC,SGP4,2021-06-16T08:21:18.707616,16.41032458,0.0007847,53.0234,123.1593,192.0491,307.9059,0,U,45218,999,7517,0.0015318,0.24239713,1.2261e-05,6541.194,87.75,168.192,157.927,PAYLOAD,LARGE,US,2020-02-17,AFETR,2021-06-16,1,3056564,179224686,0 STARLINK-1105,1 45218U 20012AS  21167.34813319  .24239713  12261-4  15318-2 0  9991,2 45218  53.0234 123.1593 0007847 192.0491 307.9059 16.41032458 75172,,,,,5eed7715096e590006985748
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T14:56:14,18 SPCS,STARLINK-1219,2020-012AJ,EARTH,TEME,UTC,SGP4,2022-11-30T04:05:34.878048,15.06387324,0.000157,53.0558,353.5243,62.3367,297.7781,0,U,45210,999,15398,-1.3831e-06,-3.02e-06,0.0,6925.387,95.593,548.34,546.165,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675130,219141248,0 STARLINK-1219,1 45210U 20012AJ  22334.17054257 -.00000302  00000-0 -13831-5 0  9990,2 45210  53.0558 353.5243 0001570  62.3367 297.7781 15.06387324153981,552.5081248087836,52.04844334821207,121.52244561839535,7.592375063995518,5eed7715096e590006985749
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T03:22:20,18 SPCS,STARLINK-1232,2020-012AM,EARTH,TEME,UTC,SGP4,2022-11-29T20:55:42.650688,15.43750641,0.0004806,53.0577,283.1969,54.2532,305.892,0,U,45213,999,15590,0.00031989,0.00014297,0.0,6813.189,93.279,438.328,431.779,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3673849,219109282,0 STARLINK-1232,1 45213U 20012AM  22333.87202142  .00014297  00000-0  31989-3 0  9995,2 45213  53.0577 283.1969 0004806  54.2532 305.8920 15.43750641155904,452.15444447050686,-41.84667379955609,-177.07422733952603,7.639025073517653,5eed7715096e59000698574a
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T15:36:14,18 SPCS,STARLINK-1301,2020-019B,EARTH,TEME,UTC,SGP4,2022-11-30T10:06:29.807712,15.06390987,0.0001647,53.055,112.3941,87.1136,273.0041,0,U,45361,999,14985,1.6028e-05,-4.3e-07,0.0,6925.376,95.593,548.382,546.101,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675469,219149769,0 STARLINK-1301,1 45361U 20019B   22334.42117833 -.00000043  00000-0  16028-4 0  9993,2 45361  53.0550 112.3941 0001647  87.1136 273.0041 15.06390987149856,547.2104250231705,20.628585884934758,169.11308956933067,7.591722435382362,5eed7715096e59000698574b
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1246,2020-012BK,EARTH,TEME,UTC,SGP4,2022-11-30T12:53:41.756640,15.06395503,0.0002016,53.0563,11.8713,47.0577,313.0581,0,U,45235,999,15472,8.8477e-05,1.036e-05,0.0,6925.362,95.592,548.623,545.831,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219172101,0 STARLINK-1246,1 45235U 20012BK  22334.53728885  .00001036  00000-0  88477-4 0  9992,2 45235  53.0563  11.8713 0002016  47.0577 313.0581 15.06395503154720,550.4951924600273,-14.426534377762449,26.44620468203177,7.587309855501965,5eed7715096e59000698574c
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T14:46:14,18 SPCS,STARLINK-1189,2020-012AV,EARTH,TEME,UTC,SGP4,2022-11-30T09:58:33.087936,15.06385682,0.0002001,53.0553,332.4175,56.9272,303.1909,0,U,45221,999,15430,-1.0279e-05,-4.35e-06,0.0,6925.392,95.593,548.643,545.872,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675074,219139162,0 STARLINK-1189,1 45221U 20012AV  22334.41566074 -.00000435  00000-0 -10279-4 0  9993,2 45221  53.0553 332.4175 0002001  56.9272 303.1909 15.06385682154308,550.4593475213132,-8.052769482457563,-145.9359449580242,7.586818657565953,5eed7715096e59000698574d
2.0,GENERATED VIA SPACE-TRACK.ORG API,2020-09-25T05:56:09,18 SPCS,STARLINK-1311,2020-019D,EARTH,TEME,UTC,SGP4,2020-09-25T04:18:58.770432,16.35871284,0.0008084,52.9669,21.1686,329.3945,96.5453,0,U,45363,999,3075,0.0014683,0.12645809,1.2369e-05,6554.945,88.026,182.109,171.511,PAYLOAD,LARGE,US,2020-03-18,AFETR,2020-09-25,1,2832998,162100605,0 STARLINK-1311,1 45363U 20019D   20269.17984688  .12645809  12369-4  14683-2 0  9997,2 45363  52.9669  21.1686 0008084 329.3945  96.5453 16.35871284 30751,,,,,5eed7715096e59000698574e
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-10-23T08:46:19,18 SPCS,STARLINK-1229,2020-012BF,EARTH,TEME,UTC,SGP4,2022-10-23T08:09:15.060096,16.40790287,0.0007385,53.0128,259.5142,190.3183,322.7615,0,U,45231,999,15192,0.0029375,0.44991703,1.2273e-05,6541.838,87.763,168.534,158.872,PAYLOAD,LARGE,US,2020-02-17,AFETR,2022-10-23,1,3630027,215934018,0 STARLINK-1229,1 45231U 20012BF  22296.33975764  .44991703  12273-4  29375-2 0  9999,2 45231  53.0128 259.5142 0007385 190.3183 322.7615 16.40790287151920,,,,,5eed7715096e59000698574f
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1217,2020-012BA,EARTH,TEME,UTC,SGP4,2022-11-30T09:42:37.241280,15.06387554,0.0001539,53.0546,332.4738,70.1787,289.9367,0,U,45226,999,15515,1.6635e-05,-3.4e-07,0.0,6925.387,95.593,548.318,546.186,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219172100,0 STARLINK-1217,1 45226U 20012BA  22334.40459770 -.00000034  00000-0  16635-4 0  9997,2 45226  53.0546 332.4738 0001539  70.1787 289.9367 15.06387554155157,551.0857773059124,-14.44267136271598,-13.560941344915076,7.586678741533474,5eed7715096e590006985750
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1308,2020-019BM,EARTH,TEME,UTC,SGP4,2022-11-30T13:09:36.829152,15.06398923,0.0001339,53.0527,131.8202,94.2333,265.8809,0,U,45419,999,14933,0.00011395,1.416e-05,0.0,6925.352,95.592,548.144,546.29,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675646,219171120,0 STARLINK-1308,1 45419U 20019BM  22334.54834293  .00001416  00000-0  11395-3 0  9991,2 45419  53.0527 131.8202 0001339  94.2333 265.8809 15.06398923149338,565.9800884926672,-51.556710490634394,87.09867912689194,7.57748749230489,5eed7715096e590006985751
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1227,2020-012BE,EARTH,TEME,UTC,SGP4,2022-11-30T06:10:17.960448,15.06396811,0.0001589,53.0564,333.1306,61.5279,298.587,0,U,45230,999,15523,0.0001654,2.183e-05,0.0,6925.358,95.592,548.324,546.123,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675646,219172601,0 STARLINK-1227,1 45230U 20012BE  22334.25715232  .00002183  00000-0  16540-3 0  9993,2 45230  53.0564 333.1306 0001589  61.5279 298.5870 15.06396811155236,550.8227827879227,45.07175007582098,46.11051441359122,7.592637689905157,5eed7715096e590006985752
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T14:36:14,18 SPCS,STARLINK-1362,2020-025H,EARTH,TEME,UTC,SGP4,2022-11-30T06:07:39.128736,15.06390311,0.0001268,53.0554,73.1339,90.8671,269.2463,0,U,45538,999,14432,4.8875e-05,4.46e-06,0.0,6925.378,95.593,548.121,546.365,PAYLOAD,LARGE,US,2020-04-22,AFETR,,0,3674924,219135543,0 STARLINK-1362,1 45538U 20025H   22334.25531399  .00000446  00000-0  48875-4 0  9995,2 45538  53.0554  73.1339 0001268  90.8671 269.2463 15.06390311144328,553.3814678324779,-20.774272389493834,-50.762574846747775,7.584980965530361,5eed7715096e590006985753
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1317,2020-019F,EARTH,TEME,UTC,SGP4,2022-11-30T09:31:52.766400,15.08051593,0.0001163,52.9982,111.8533,132.9866,227.122,0,U,45365,999,14979,0.0010644,0.00016334,0.0,6920.291,95.487,542.961,541.351,PAYLOAD,LARGE,US,2020-03-18,AFETR,,0,3675646,219171614,0 STARLINK-1317,1 45365U 20019F   22334.39713850  .00016334  00000-0  10644-2 0  9999,2 45365  52.9982 111.8533 0001163 132.9866 227.1220 15.08051593149791,542.7932778919931,19.392140058594865,152.18210126322603,7.593585563044136,5eed7715096e590006985754
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T14:56:14,18 SPCS,STARLINK-1226,2020-012BD,EARTH,TEME,UTC,SGP4,2022-11-30T09:26:41.539776,15.0639985,0.0001885,53.0533,332.5251,58.7091,301.4082,0,U,45229,999,15430,-2.2362e-05,-6.15e-06,0.0,6925.349,95.592,548.519,545.909,PAYLOAD,LARGE,US,2020-02-17,AFETR,,0,3675131,219141259,0 STARLINK-1226,1 45229U 20012BD  22334.39353634 -.00000615  00000-0 -22362-4 0  9990,2 45229  53.0533 332.5251 0001885  58.7091 301.4082 15.06399850154303,548.330914458812,3.034645849382166,-169.5055655898255,7.588910147522607,5eed7715096e590006985755
2.0,GENERATED VIA SPACE-TRACK.ORG API,2022-11-30T17:18:05,18 SPCS,STARLINK-1355,2020-025AJ,EARTH,TEME,UTC,SGP4,2022-11-30T07:19:17.952960,15.06396184,0.000123,53.0572,52.8977,74.7817,285.3308,0,U,45563,999,14519,8.5422e-05,9.91e-06,0.0,6925.36,95.592,548.077,546.373,PAYLOAD,LARGE,US,2020-04-22,AFETR,,0,3675646,219172636,0 STARLINK-1355,1 45563U 20025AJ  22334.30506890  .00000991  00000-0  85422-4 0  9991,2 45563  53.0572  52.8977 0001230  74.7817 285.3308 15.06396184145197,547.3088046673429,14.220623965623567,-113.40314972100394,7.590778797688271,5eed7715096e590006985756
